"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Fang and Lee 2002","ES877","CC387","Taiwan","Green Island","Mammals","Eulipotyphla","Soricidae","Crocidura horsfieldii","Crocidura tadae","Crocidura tadae","Omn","Both","Length",8.92059075563595,9.27361273718986,0.458805354829485,0.550121422992235,72,15,0.0388108545832383,0.000271339802997495,121.467,22.633,0.950393615970002,1.17897694729317,1.51852710011734,0.633109033203125,-1.36944994196404,23.8270492553711,2.4875970881542,3.37494622158702,"","No island rule","SP188"
"Fang and Lee 2002","ES878","CC387","Taiwan","Orchid","Mammals","Eulipotyphla","Soricidae","Crocidura horsfieldii","Crocidura tadae","Crocidura tadae","Omn","Both","Length",8.92059075563595,7.94553700145706,0.458805354829485,0.424879877085613,72,19,-0.115751785042211,0.000187238352557733,121.55,22.05,0.950393615970002,1.67024585307412,1.95424733490676,0.6460296875,-1.38513636967053,23.7635555267334,2.42286900769809,3.43482431185182,"","No island rule","SP188"
"Ferguson and McLoughlin 2000","ES879","CC388","Kluane NP","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","Weight",121000,168000,5998.2795676333,7868.50060998751,35,18,0.328173433806518,0.000192081431586212,-134.336,57.622,5.08278537031645,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"","No island rule","SP68"
"Ferguson and McLoughlin 2000","ES880","CC389","Alaska Peninsula, Katmai NP","Kodiak","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","Weight",219710,202000,10891.5868083034,9460.93525724689,122,16,-0.0840407975670741,0.000157245453282804,-153.433,57.466,5.34184982408475,3.96815593714997,0.230704313612569,0.360320385742187,-1.58689711464216,3.76066899299622,2.69471113461359,3.20101925693931,"","No island rule","SP68"
"Gonzalez-Quintero 2004","ES881","CC390","Sonora","Tiburon","Mammals","Carnivora","Canidae","Canis latrans","Canis latrans mearnsi","Canis latrans jamei","Carn","Both","Skull",20652.1690454356,14208.5761425496,1091.89634675472,567.991615992205,57,5,-0.373974616409511,0.000368645080505246,-112.353,28.986,4.31496567124635,3.08206693428511,0.439490590389684,0.180462634277344,-1.56371575713522,21.2911891937256,2.75279985214396,2.1213820009564,"","No island rule","SP41"
"Harding 2010, Napier 1985","ES882","CC391","Borneo","Natuna-besar","Mammals","Primata","Cercopithecidae","Trachypithecus cristatus","Trachypithecus cristatus cristatus","Trachypithecus cristatus vigilans","Herb","Female","Length",3053.30211684124,2251.74216850714,239.398948725803,127.379124407733,2,2,-0.304519452506461,0.00467382913738801,108.2022,3.9098,3.48476977881078,3.23552844690755,2.36172972425037,0.66591943359375,-1.60790650532153,27.0590648651123,1.86150048246505,3.37321376605524,"","No island rule","SP189"
"Hutterer 1991","ES883","CC392","Sicilia","Egadi Islands","Mammals","Eulipotyphla","Soricidae","Crocidura sicula","Crocidura sicula","Crocidura sicula","Omn","Unsexed","Weight",8.5,5.8,1.332,1.294,10,7,-0.382208245943897,0.00956640887534142,12.313,37.928,0.929418925714293,1.56820172406699,1.24718001626834,0.462365869140625,-1.89374694907555,17.9168682098389,2.71458411373191,2.66891681745763,"","No island rule","SP190"
"Hutterer 1991","ES884","CC392","Sicilia","Gozo, Malta","Mammals","Eulipotyphla","Soricidae","Crocidura sicula","Crocidura sicula","Crocidura sicula","Omn","Unsexed","Weight",8.5,6.9,1.332,2.064,10,5,-0.208544751893057,0.0203514767590479,14.249,36.049,0.929418925714293,1.82607480270083,1.91169548095755,0.378400952148437,-2.05942573952945,18.5839595794678,2.69746691137528,2.70543604658525,"","No island rule","SP190"
"Iliopoulou-Georgudaki 1986","ES885","CC393","Greece 3 sites (Serres, Kozani, Achaia)","Lesbos","Mammals","Chiroptera","Vespertilionidae","Miniopterus schreibersii","Miniopterus schreibersi","Miniopterus schreibersi","Inver","Female","Length",10.87025877379,11.4551491385597,0.309848223000906,0.0418161351398602,42,91,0.0524088282508664,1.94914452169926e-05,26.32,39.23,1.03623988288035,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"","No island rule","SP92"
"Iliopoulou-Georgudaki 1986","ES886","CC394","Attica","Lesbos","Mammals","Chiroptera","Rhinolophidae","Rhinolophus blasii","Rhinolophus blasii","Rhinolophus blasii","Inver","Male","Length",11.7399867950321,8.19063802973074,0.466005171821318,0.0519744910113133,17,12,-0.360008891276318,9.60379640799175e-05,26.32,39.23,1.0696676084237,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"","No island rule","SP191"
"Jacobs et al. 1996","ES887","CC395","New Mexico (see notes)","Hawaii","Mammals","Chiroptera","Lasiuridae","Aeorestes cinereus","Lasiurus cinereus cinereus","Lasiurus cinereus semotus","Inver","Both","Weight",29.4333333333333,16.6675675675676,5.18833881402543,2.5732346313492,39,74,-0.568663049588579,0.00111882761718507,-155.6,19.7,1.46883944885791,4.01832960926575,3.55630262140463,0.42820302734375,-1.82965218941258,17.3100509643555,2.08452184197741,3.24743074243618,"","No island rule","SP192"
"Jenkins et al 2013, Abramov et al. 2008","ES888","CC396","Vietnam","Phu Quoc","Mammals","Eulipotyphla","Soricidae","Crocidura indochinensis","Crocidura indochinensis","Crocidura phuquocensis","Omn","Unsexed","Length",9.35793778581073,12.4435339079334,0.561476267148644,0.363379551442498,10,5,0.284976178983192,0.000530554622121574,104.0035,10.312,0.971180153554504,2.75891189239797,1.0934567074986,0.6771451171875,-1.76802771656112,26.7512092590332,1.91186029470398,3.51058254413352,"","No island rule","SP193"
"Jimenez & McMahon 2004","ES889","CC397","Nahuelbuta NP","Chiloe","Mammals","Carnivora","Canidae","Lycalopex fulvipes","Pseudalopex fulvipes","Pseudalopex fulvipes","Carn","Both","Weight",2361.25,3063.125,290.320949710357,429.497943030026,16,16,0.260244496848093,0.00217360425252757,-73.75,-43.3333,3.37314197092989,3.92396896487547,0.361916618668643,0.7480259765625,-1.70512895360066,9.53515815734863,2.44783925331894,3.38479738837593,"","No island rule","SP194"
"Kitchener et al 1993","ES890","CC398","Java","Bali","Mammals","Chiroptera","Pteropodidae","Aethalops alecto","Aethalops alecto ocypete","Aethalops alecto boeadii","Herb","Unsexed","Length",13.4919787634439,14.0611850649608,0.471493881518202,0.694350839706569,5,7,0.0413228259137662,0.000592598071851761,115.155,-8.274,1.13007564893235,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","No island rule","SP195"
"Kitchener et al 1993","ES891","CC398","Java","Lombok","Mammals","Chiroptera","Pteropodidae","Aethalops alecto","Aethalops alecto ocypete","Aethalops alecto boeadii","Herb","Unsexed","Length",13.4919787634439,12.0953981003026,0.471493881518202,0.744266760742955,5,20,-0.109270285214397,0.000433563714593531,116.417,-8.375,1.13007564893235,3.67440181284528,2.12385490632685,0.654223681640625,-1.585497869716,23.413516998291,1.75827056984367,3.24551152318219,"","No island rule","SP195"
"Kitchener et al 1993b","ES892","CC399","Timor","Alor","Mammals","Chiroptera","Emballonuridae","Taphozous melanopogon","Taphozous melanopogon","Taphozous melanopogon","Inver","Both","Length",21.698219030464,23.3556827795852,0.538714403514968,1.03108699896497,11,2,0.0736101435128859,0.00103052292917651,124.7,-8.27,1.33642408882624,3.31848072517452,1.50516354981041,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,"","No island rule","SP196"
"Kitchener et al 1993b","ES893","CC400","Sumbawa","Moyo","Mammals","Chiroptera","Emballonuridae","Taphozous melanopogon","Taphozous melanopogon","Taphozous melanopogon","Inver","Both","Length",21.583065459487,21.5471534383477,0.853297860300427,1.10284227032628,19,9,-0.00166528389404076,0.000373340924237891,117.56,-8.2,1.33411312790906,2.53101499611999,0.361916618668643,0.78660615234375,-1.42577085669537,25.6823482513428,1.75395013056049,3.17273423616426,"","No island rule","SP196"
"Maharadatunkamsi et al. 2003","ES894","CC401","Flores","Adonara","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",115.151207544091,119.226826234748,1.97220300213636,4.0393788123248,21,15,0.0347816686989178,9.0491048285883e-05,123.16,-8.29,2.06126849659452,2.69635638873333,-0.154281982033341,0.670201171875,-1.51774410772725,27.0523471832275,1.79335660762846,3.09443619654872,"","No island rule","SP149"
"Maharadatunkamsi et al. 2003","ES895","CC402","Timor","Alor","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",128.755670702604,117.176895990657,4.49786476321097,3.92735750298357,18,4,-0.0942318583418995,0.000348635210037554,124.7,-8.27,2.109766365485,3.31848072517452,1.50516354981041,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,"","No island rule","SP149"
"Maharadatunkamsi et al. 2003","ES896","CC403","Java","Bali","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",98.8897360759073,105.380968148574,2.8377054700043,2.57464865362993,17,8,0.0635765995395776,0.000123051891204925,115.155,-8.274,1.99515121781642,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","No island rule","SP149"
"Maharadatunkamsi et al. 2003","ES897","CC402","Timor","Pantar","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",128.755670702604,119.226826234748,4.49786476321097,7.1666398283182,18,2,-0.0768888012502807,0.0018743598923693,124.11,-8.416,2.109766365485,2.87250182199125,1.98677621150587,0.653123193359375,-1.70371323811431,26.426097869873,1.80898228494307,3.09213790843756,"","No island rule","SP149"
"Maharadatunkamsi et al. 2003","ES898","CC401","Flores","Rinca","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",115.151207544091,118.198821187703,1.97220300213636,5.50515057586563,21,2,0.0261220189741964,0.0010985996719124,119.66,-8.735,2.06126849659452,2.30588853028431,-0.521433504406157,0.6195763671875,-1.64431364393721,26.4730834960938,1.80877488501852,3.2093809523462,"","No island rule","SP149"
"Mazak and Groves 2005","ES899","CC404","Mainland Asia","Bali","Mammals","Carnivora","Felidae","Panthera tigris","Panthera tigris corbetti","Panthera tigris balica","Carn","Both","CBL",158838.648784289,125688.858757582,10566.7177483317,9963.78502369904,39,6,-0.234079421377795,0.00116085484272394,115.155,-8.274,5.20095618393187,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","No island rule","SP62"
"Mazak and Groves 2005","ES900","CC404","Mainland Asia","Java","Mammals","Carnivora","Felidae","Panthera tigris","Panthera tigris corbetti","Panthera tigris sondaica","Carn","Both","CBL",158838.648784289,149220.418991618,10566.7177483317,10978.009410843,39,36,-0.0624643645367285,0.000263820518360704,107.5667,-6.95,5.20095618393187,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"","No island rule","SP62"
"Mazak and Groves 2005","ES901","CC404","Mainland Asia","Sumatra","Mammals","Carnivora","Felidae","Panthera tigris","Panthera tigris corbetti","Panthera tigris sumatrae","Carn","Both","CBL",158838.648784289,136506.645534578,10566.7177483317,10350.0232039586,39,26,-0.151515600779648,0.000334582398010467,101.6,-0.4,5.20095618393187,5.67541811271593,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"","No island rule","SP62"
"Miller and Miller 1995, West 2017","ES902","CC405","New Zealand North Island","Rangitoto","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","Herb","Both","Weight",17.413,20.3,2.55,2.535,67,37,0.153403832350496,0.000741545461461439,174.864,-36.786,1.24087360002058,1.36379994547911,0.544192110765033,0.593380810546875,-1.91961398856518,15.044529914856,2.49130585404393,3.124748691197,"","No island rule","SP81"
"Moratelli et al. 2017","ES903","CC406","Venezuela","Tobago","Mammals","Chiroptera","Vespertilionidae","Myotis nigricans","Myotis cf. nigricans","Myotis attenboroughi","Inver","Unsexed","CBL",5.81658763761802,5.50247245817906,0.0675474693400803,0.0886762090367699,15,10,-0.0555162441548052,3.49622213957199e-05,-60.685,11.241,0.764668275925754,2.47712125471966,2.07188568775224,0.777809130859375,-1.92730307069913,25.7573337554932,1.80426768946187,3.34232396631288,"","No island rule","SP197"
"Moratelli et al. 2017","ES904","CC406","Venezuela","Trinidad","Mammals","Chiroptera","Vespertilionidae","Myotis nigricans","Myotis cf. nigricans","Myotis cf. nigricans","Inver","Unsexed","CBL",5.81658763761802,5.50247245817906,0.0675474693400803,0.154614928576932,15,4,-0.0555162441548052,0.000206381523355968,-61.246,10.431,0.764668275925754,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"","No island rule","SP197"
"Motokawa et al. 2003","ES905","CC407","Korean Peninsula","Cheju Do","Mammals","Eulipotyphla","Soricidae","Crocidura shantungensis","Crocidura shantungensis","Crocidura shantungensis","Omn","Male","Length",7.93186962135126,10.2197796795772,0.917507202069174,0.478656801444593,11,2,0.253436253295404,0.00231321656742736,126.591,33.377,0.899375566956227,3.26150077319828,1.91381914862559,0.607816064453125,-1.81743260081951,14.3664684295654,2.88354215355737,3.27150487671279,"","No island rule","SP198"
"Motokawa et al. 2003","ES906","CC407","Korean Peninsula","Taiwan","Mammals","Eulipotyphla","Soricidae","Crocidura shantungensis","Crocidura shantungensis","Crocidura shantungensis","Omn","Both","Length",8.36273839732863,11.0597013450523,0.802019887354824,1.18791292005177,27,23,0.279522059619987,0.0008422474501358,120.66,23.776,0.922348511423841,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"","No island rule","SP198"
"Motokawa et al. 2003","ES907","CC407","Korean Peninsula","Tsushima","Mammals","Eulipotyphla","Soricidae","Crocidura shantungensis","Crocidura shantungensis","Crocidura shantungensis","Omn","Both","Length",8.36273839732863,7.82700341579817,0.802019887354824,0.724742253878657,27,8,-0.0662062017149934,0.00141238269243688,129.3333,34.4167,0.922348511423841,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"","No island rule","SP198"
"Nanova and Proa 2017","ES908","CC408","Chukchi peninsula (Russia)","Bering","Mammals","Carnivora","Canidae","Vulpes lagopus","Vulpes lagopus","Vulpes lagopus","Carn","Both","CBL",5688.12465261631,6730.25130896363,196.01286931522,257.326985080052,43,41,0.168231877281065,6.32714224173383e-05,166.281,55.002,3.75496910518835,3.22010808804005,2.25768097427958,0.32575859375,-1.65746380474619,1.24108469486237,2.80879505825039,2.89600578546423,"","No island rule","SP71"
"Nanova and Proa 2017","ES909","CC408","Chukchi peninsula (Russia)","Mednyi","Mammals","Carnivora","Canidae","Vulpes lagopus","Vulpes lagopus","Vulpes lagopus","Carn","Both","CBL",5688.12465261631,6577.93687148909,196.01286931522,248.379598281061,43,30,0.145340543527459,7.5142101371766e-05,167.727,54.702,3.75496910518835,2.42473695655295,2.46982348816035,0.28991572265625,-1.77253122057666,1.41353857517242,2.74854823393201,3.05499586152914,"","No island rule","SP71"
"Nguyen et al. 2018","ES910","CC409","Vietnam","Hon Khoai","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus honkhoaiensis","Omn","Both","Weight",314.3,152.666666666667,38.158,3.544,25,3,-0.722091048357445,0.00076920911092193,104.8307,8.4302,2.49734438101758,0.602059991327962,1.08994041849863,0.452747216796875,-1.5418842191556,27.4194240570068,1.89629149947872,3.36944135953695,"Phylogeny: Nguyen, S. T., Oshida, T., Dang, P. H., Bui, H. T., & Motokawa, M. (2018). A new species of squirrel (Sciuridae: Callosciurus) from an isolated island off the Indochina Peninsula in southern Vietnam. Journal of Mammalogy, 99(4), 813-825.","No island rule","SP114"
"Nijman 2017, Brandon-Jones 1993","ES911","CC410","Java","North Pagai","Mammals","Primata","Cercopithecidae","Presbytis comata","Presbytis comata","Presbytis potenziani","Herb","Both","Length",3194.52228080362,3903.85370558644,401.296583690647,100.804040002303,32,4,0.200526639119522,0.000659828439626181,100.058,-2.676,3.50440592154824,2.72427586960079,1.94939488633078,0.795201513671875,-1.68892133723327,25.7683544158936,1.54656700501927,3.54382477616735,"Phylogeny: Brandon-Jones, D. The taxonomic affinities of the Mentawai Islands Sureli, Presbytis potenziani (Bonaparte, 1856)(Mammalia: Primata: Cercopithecidae). Raffles Bull Zool 41, 331-357 (1993).","No island rule","SP8"
"Nijman 2017, Brandon-Jones 1993","ES912","CC410","Java","Siberut","Mammals","Primata","Cercopithecidae","Presbytis comata","Presbytis comata","Presbytis potenziani","Herb","Both","Length",3194.52228080362,2781.03927944877,401.296583690647,165.826809875076,32,4,-0.138612856405357,0.00138200259264753,98.9355,-1.397,3.50440592154824,3.60530504614111,2.15685492750185,0.80037685546875,-1.48355630157868,26.0257568359375,1.54605659195462,3.54180988701015,"Phylogeny: Brandon-Jones, D. The taxonomic affinities of the Mentawai Islands Sureli, Presbytis potenziani (Bonaparte, 1856)(Mammalia: Primata: Cercopithecidae). Raffles Bull Zool 41, 331-357 (1993).","No island rule","SP8"
"Nijman 2017, Brandon-Jones 1993","ES913","CC410","Java","Sipura","Mammals","Primata","Cercopithecidae","Presbytis comata","Presbytis comata","Presbytis potenziani","Herb","Both","Length",3194.52228080362,3423.16326075822,401.296583690647,140.414742811058,32,5,0.0691274978616533,0.000829650435492828,99.6746,-2.204,3.50440592154824,2.92685670894969,2.03342777671354,0.796183251953125,-1.54356075376642,25.940938949585,1.52996082308547,3.54159173568065,"Phylogeny: Brandon-Jones, D. The taxonomic affinities of the Mentawai Islands Sureli, Presbytis potenziani (Bonaparte, 1856)(Mammalia: Primata: Cercopithecidae). Raffles Bull Zool 41, 331-357 (1993).","No island rule","SP8"
"Nijman 2017, Brandon-Jones 1993","ES914","CC410","Java","South Pagai","Mammals","Primata","Cercopithecidae","Presbytis comata","Presbytis comata","Presbytis potenziani","Herb","Both","Length",3194.52228080362,3796.90288888271,401.296583690647,191.610413370002,32,6,0.172748149399135,0.000917590135365494,100.326,-3.011,3.50440592154824,2.99431715266964,1.93450350115004,0.7955884765625,-1.54464129680827,25.7266960144043,1.54594231552126,3.54738946635096,"Phylogeny: Brandon-Jones, D. The taxonomic affinities of the Mentawai Islands Sureli, Presbytis potenziani (Bonaparte, 1856)(Mammalia: Primata: Cercopithecidae). Raffles Bull Zool 41, 331-357 (1993).","No island rule","SP8"
"Nowak 1999, Hadi et al 2009","ES915","CC411","Borneo","Siberut","Mammals","Primata","Cercopithecidae","Nasalis larvatus","Nasalis larvatus","Simias concolor","Herb","Both","Length",6664.74690827563,2844.37298339494,998.910280658275,224.056193339542,4,8,-0.851489328849209,0.00639160453811719,98.9355,-1.397,3.82378366186296,3.60530504614111,2.15685492750185,0.80037685546875,-1.48355630157868,26.0257568359375,1.54605659195462,3.54180988701015,"Phylogeny: Liedigk, R., Yang, M., Jablonski, N. G., Momberg, F., Geissmann, T., Lwin, N., ... & Yongcheng, L. (2012). Evolutionary history of the odd-nosed monkeys and the phylogenetic position of the newly described Myanmar snub-nosed monkey Rhinopithecus strykeri. PLoS One, 7(5), e37418.","No island rule","SP7"
"Pagh et al. 2019","ES916","CC412","Denmark","Bornholm","Mammals","Carnivora","Mustelidae","Neovison vison","Neovison vison","Neovison vison","Carn","Both","Length",2016.08656919126,1926.94113530753,193.67501529774,182.403294195537,234,133,-0.0452244487121652,0.000106809421164761,14.92,55.143,3.30450917644158,2.76937732607614,1.56821346159708,0.5678259765625,-1.31351126362874,7.86273813247681,2.7963984437115,2.75473046902375,"","No island rule","SP60"
"Papakosta 2017","ES917","CC413","Greece","Aegean Islands (Lesbos)","Mammals","Carnivora","Mustelidae","Martes foina","Martes foina","Martes foina","Carn","Both","Weight",1464.52268907563,1321.13913043478,248.123853279842,238.268272688205,119,69,-0.103035037827589,0.000712607785102978,26.32,39.23,3.1656961043645,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"","No island rule","SP52"
"Papakosta 2017","ES918","CC413","Greece","Crete","Mammals","Carnivora","Mustelidae","Martes foina","Martes foina","Martes foina","Carn","Both","Weight",1464.52268907563,1365.46296296296,248.123853279842,292.990597313224,119,27,-0.0700358417382656,0.00194644451345379,24.809,35.24,3.1656961043645,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"","No island rule","SP52"
"Persson et al. 2013","ES919","CC414","Sweden","Koster","Mammals","Carnivora","Mustelidae","Neovison vison","Neovison vison","Neovison vison","Carn","Male","Weight",1051.02,1100,159.12,200,49,26,0.0455490585948511,0.00173922488438292,11.0135,58.8939,3.02161098035459,0.903089986991944,0.892150277901364,0.489132763671875,-1.44731608030765,7.65010023117065,2.82431015318909,2.86911431981332,"","No island rule","SP60"
"Quin et al. 1996","ES920","CC415","E Australia","Fraser Island","Mammals","Diprotodontia","Petauridae","Petaurus norfolcensis","Petaurus norfolcensis","Petaurus norfolcensis","Omn","Both","CBL",133.728117175218,190.554004873433,12.2461944946581,4.24702822502875,93,3,0.354126882054627,0.000255754361926348,153.14,-25.2899,2.1262227300011,3.21879799811174,0.301247088636211,0.6336705078125,-1.96144203627832,21.5511875152588,2.52710907948915,3.1556582310279,"","No island rule","SP199"
"Sahimi et al. 2018, Yustian 2007","ES921","CC416","Borneo","Belitung","Mammals","Primata","Tarsiidae","Cephalopachus bancanus","Tarsius bancanus borneaus","Tarsius bacanus saltator","Inver","Both","Weight",131.428571428571,113.55,20.3304199347991,5.31826335871477,14,20,-0.146220252436202,0.00181885133042162,107.93,-2.919,2.1186897873313,3.68421679513888,2.21219026877911,0.6923310546875,-1.58469734809283,26.6166095733643,1.45918977058044,3.45333723070544,"","No island rule","SP200"
"Sanderson et al. 2002","ES922","CC417","Chile (PN Lagunas San Rafael)","Chiloe","Mammals","Carnivora","Felidae","Leopardus guigna","Oncifelis guigna","Oncifelis guigna","Carn","Both","Weight",1700,2012.5,84.2733492973274,497.673157247459,6,8,0.168749479248411,0.00805367853297668,-73.75,-43.3333,3.23044892137827,3.92396896487547,0.361916618668643,0.7480259765625,-1.70512895360066,9.53515815734863,2.44783925331894,3.38479738837593,"","No island rule","SP201"
"Schultz 1938, Hadi et al 2009","ES923","CC418","Borneo","Siberut","Mammals","Primata","Cercopithecidae","Nasalis larvatus","Nasalis larvatus","Simias concolor","Herb","Male","Weight",20473.75,7750,2885.401,141.421,8,2,-0.971450734449197,0.00264921145033003,98.9355,-1.397,4.31119739591846,3.60530504614111,2.15685492750185,0.80037685546875,-1.48355630157868,26.0257568359375,1.54605659195462,3.54180988701015,"Phylogeny: Liedigk, R., Yang, M., Jablonski, N. G., Momberg, F., Geissmann, T., Lwin, N., ... & Yongcheng, L. (2012). Evolutionary history of the odd-nosed monkeys and the phylogenetic position of the newly described Myanmar snub-nosed monkey Rhinopithecus strykeri. PLoS One, 7(5), e37418.","No island rule","SP7"
"Sharples et al. 1996","ES924","CC419","Northern Africa","Madeira","Mammals","Lagomorpha","Leporidae","Oryctolagus cuniculus","Oryctolagus cuniculus","Oryctolagus cuniculus","Herb","Unknown","Skull",1284.39112072045,1238.36113361377,78.5359045777543,24.9401781378639,20,8,-0.0364959310311867,0.000237644928004617,-16.971,32.737,3.10869729453115,2.90363251608424,2.82736991932489,0.716113330078125,-1.95227673225519,14.5023717880249,2.43924617524805,2.86823286124185,"","No island rule","SP202"
"Sharples et al. 1996","ES925","CC420","Spain","Balearic Islands","Mammals","Lagomorpha","Leporidae","Oryctolagus cuniculus","Oryctolagus cuniculus","Oryctolagus cuniculus","Herb","Unknown","CBL",740.31821198198,855.050329097686,40.4484037628927,30.4694405198587,119,7,0.14408022168644,0.000206489573495589,2.96,39.62,2.86941843324819,3.69827457667437,2.30103216713096,0.4811669921875,-2.0319027889097,15.6639108657837,2.75405040052569,2.77073037583745,"","No island rule","SP202"
"Shekelle 2013, Gursky 1998","ES926","CC421","Sulawesi","Sangihe","Mammals","Primata","Tarsiidae","Tarsius tarsier","Tarsius spectrum","Tarsius sangirensis","Inver","Both","Weight",114,137.666666666667,10.8012344971567,15.695009825634,13,3,0.18863685589843,0.00502310528230409,125.5814,3.5188,2.05690485133647,2.74178169614317,2.28203495416654,0.788844384765625,-1.39370443100027,25.5386505126953,1.63813888505391,3.423493270971,"Phylogeny: Shekelle, M. 2003. Taxonomy and Biogeography of
Eastern Tarsiers. PhD dissertation, Washington University,
St. Louis, USA.","No island rule","SP203"
"Sinclair 1998","ES927","CC422","Australia","Bald Island","Mammals","Diprotodontia","Macropodidae","Setonix brachyurus","Setonix brachyurus","Setonix brachyurus","Herb","Both","Weight",3333.636667,3012.92352941176,600.560751242952,453.382793914827,30,17,-0.101152920674745,0.00241382490777825,118.467,-34.922,3.52291826432353,0.893534294149167,0.146438135285775,0.56019453125,-1.81189685503259,15.3363933563232,2.42523137130003,2.88876900812687,"","No island rule","SP204"
"Sinclair 1998","ES928","CC422","Australia","Rottnest","Mammals","Diprotodontia","Macropodidae","Setonix brachyurus","Setonix brachyurus","Setonix brachyurus","Herb","Both","Weight",3333.636667,3299.49675322078,600.560751242952,511.671350056467,30,154,-0.0102938424664081,0.00123798140521388,115.5,-32,3.52291826432353,1.29111788185472,1.26009524966371,0.456537841796875,-1.82684606627689,18.7090225219727,2.52033653866186,2.79920264788286,"","No island rule","SP204"
"Sleeman et al. 2001","ES929","CC423","Ireland (Donegal)","Fenit","Mammals","Carnivora","Mustelidae","Meles meles","Meles meles","Meles meles","Omn","Both","Weight",9430,8685.71428571429,1770,788.307409222408,351,7,-0.0822164567285577,0.00127711708472434,-9.875,52.294,3.97451169273733,0.301029995663981,-0.655607726314889,0.595579443359375,-2.01776997937737,10.0305700302124,2.51799179512132,3.29936562882439,"","No island rule","SP54"
"Song et al. 2012","ES930","CC424","China","Hainan","Mammals","Rodentia","Sciuridae","Petaurista philippensis","Petaurista philippensis","Petaurista hainana","Herb","Unsexed","Length",2570.32135758937,1910.12828935379,185.532085894805,126.024227005935,19,16,-0.296860525949754,0.00054628557252758,109.842,19.229,3.40998742492773,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"Phylogeny: Li, S., He, K., Yu, F. H., & Yang, Q. S. (2013). Molecular phylogeny and biogeography of Petaurista inferred from the cytochrome b gene, with implications for the taxonomic status of P. caniceps, P. marica and P. sybilla. PloS one, 8(7), e70461.","No island rule","SP205"
"Struhsaker 2010","ES931","CC425","Cameroon","Bioko","Mammals","Primata","Cercopithecidae","Piliocolobus preussi","Piliocolobus badius preussi","Piliocolobus badius pennantii","Herb","Both","Skull",5807.66537508576,6640.57797078972,461.311868768177,311.020189368027,4,2,0.134020342113645,0.00267416294082692,8.7,3.5,3.76400158531939,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"","No island rule","SP206"
