"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Scott 1986, Vanek and Burke 2020","Mainland USA","Assateague","Reptiles","Squamata","Colubridae","Heterodon platirhinos","Heterodon platirhinos","Heterodon platirhinos","","Both","SVL",539.042813438532,485.272727272727,86.5758079282878,134.415756282002,327,66,494.4102564,604.9772727,52.5,85,195,132,442,544,110.9595,142.8706,38,28,-75.2056,38.0885,0.505149978319906,-0.454692883534176,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","No island rule","No",0.351952099609375,0.0145116271972656,13.8019227981567,802.176452636719,1057.94995117188,0.517916845703125,0.0134202285766602,13.5941867828369,812.898742675781,1087.1865234375,0.54388017578125,0.0147514663696289,13.4735679626465,836.038818359375,1099.68615722656,0.351952099609375,-1.80934264153353,13.8019227981567,2.90426990940326,3.02446512285606,NA,539.042813438532,485.272727272727,86.5758079282878,134.415756282002
"Selcer and Judd 1982, Judd and Ross 1978","Texas","Brazos","Reptiles","Squamata","Phrynosomatidae","Holbrookia propinqua","Holbrookia propinqua","Holbrookia propinqua","","Female","SVL",48.627,48.6,2.637,2.379,73,107,NA,48.6269863,NA,2.636835224,NA,73,NA,48.6,NA,2.3791385,NA,107,-97.055,26.0578,1.24353410183206,0.146438135285775,"LOG10(Weight, g)= LOG10(SVL, mm)*2.677-3.855, Feldman et al 2015","","No island rule","No",-0.118348706054688,0.0151785736083984,22.527416229248,498.348754882812,692.760009765625,0.256840649414063,0.0119536964416504,22.6064167022705,508.569915771484,695.220947265625,0.36402041015625,0.0167961898803711,22.6245708465576,530.07861328125,680.21142578125,-0.118348706054688,-1.79105977081453,22.527416229248,2.69753337751981,2.84058280966837,NA,48.627,48.6,2.637,2.379
"Shine et al. 2002, Do et al. 2017","South Korea","Shedao","Reptiles","Squamata","Viperidae","Gloydius saxatilis","Gloydius saxatilis","Gloydius shedaoensis","","Both","SVL",627.272727272727,603.027586206897,60.8425688336836,47.9054979487373,11,145,640,605,62.11548385,59.86094999,7,4,598,607,45,50,64,81,120.9808,38.9504,-0.136677139879544,0.986816504585536,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","Phylogeny: Asadi, A., Montgelard, C., Nazarizadeh, M., Moghaddasi, A., Fatemizadeh, F., Simonov, E., ... & Kaboli, M. (2019). Evolutionary history and postglacial colonization of an Asian pit viper (Gloydius halys caucasicus) into Transcaucasia revealed by phylogenetic and phylogeographic analyses. Scientific reports, 9(1), 1-16.","No island rule","No",NA,NA,10.783332824707,948.890075683594,662,NA,NA,10.783332824707,948.890075683594,662,0.290330883789063,0.0460882507324219,11.2962636947632,932.252502441406,521.00537109375,0.290330883789063,-1.3270874427356,10.783332824707,2.97721590443032,2.8208579894397,NA,627.272727272727,603.027586206897,60.8425688336836,47.9054979487373
"Stuart-Smith et al. 2008","Tasmania","Flinders","Reptiles","Squamata","Agamidae","Rankinia diemensis","Rankinia diemensis","Rankinia diemensis","","Both","SVL",56.8692873114286,60.4306487654167,9.68316381025627,34.7735391452264,210,48,64.60626398,52.1080709,7.738829102,7.434196272,80,130,72.2147651,59.06040268,2.552239394,36.5250194,5,43,148,-40,3.13576851456782,1.72428406375899,"LOG10(Weight, g)= LOG10(SVL, mm)*3.105-4.686, Feldman et al 2015","","No island rule","Yes",0.6757490234375,0.0191560363769531,13.4292593002319,306.267486572266,773.619995117188,0.57913037109375,0.0200890350341797,13.6551065444946,298.64208984375,735.73046875,0.57999892578125,0.0207438629150391,13.565863609314,302.380432128906,737.582275390625,0.57913037109375,-1.67594329171232,13.6551065444946,2.47515101604373,2.8667187418193,NA,56.8692873114286,60.4306487654167,9.68316381025627,34.7735391452264
"Tanaka and Ota 2002","Kyoto, Japan","Yakushima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","","Both","SVL",970.95,788.179104477612,NA,123.668678252635,2,67,1077.7,864.2,NA,NA,1,1,827.6,742.4,134.4,92.42488842,36,31,130.588,30.3245,2.73239375982297,1.78533695453408,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","No island rule","No",0.8206767578125,0.0155289505004883,14.5925016403198,629.592224121094,3248.09008789062,0.659371533203125,0.0168948120117187,17.5712966918945,623.271911621094,3048.75903320312,0.672301318359375,0.0271161743164063,17.7649326324463,623.457275390625,2848.51440429688,0.8206767578125,-1.78175472091836,14.5925016403198,2.79905935556105,3.51162806617604,NA,970.95,788.179104477612,NA,123.668678252635
"Tanaka and Ota 2002","Kyoto, Japan","Yakushima","Reptiles","Squamata","Natricidae","Rhabdophis tigrinus","Rhabdophis tigrinus","Rhabdophis tigrinus","Carnivorous","Both","SVL",696.05,831.733333333333,NA,162.625570903521,2,48,607,785.1,NA,NA,1,1,742.7,1009.8,63.35676759,154.4,32,16,130.588,30.3245,2.73239375982297,1.78533695453408,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","No",0.8206767578125,0.0155289505004883,14.5925016403198,629.592224121094,3248.09008789062,0.659371533203125,0.0168948120117187,17.5712966918945,623.271911621094,3048.75903320312,0.672301318359375,0.0271161743164063,17.7649326324463,623.457275390625,2848.51440429688,0.8206767578125,-1.78175472091836,14.5925016403198,2.79905935556105,3.51162806617604,NA,696.05,831.733333333333,NA,162.625570903521
"Taylor and Cooley 1995","Mexico","Cozumel","Reptiles","Squamata","Teiidae","Aspidoscelis maslini","Aspidoscelis maslini","Aspidoscelis cozumelae","Carnivorous","Unsexed","SVL",72.8,73.6,2.56,3.286,13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.917,20.417,2.68663626926229,1.22533513181854,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","Phylogeny: Hernandez-Gallegos, O., Esthela Lopez-Moreno, A., Fernando Mendez-Sanchez, J., Lloyd Rheubert, J. & Roberto Mendez-de la Cruz, F. Home range of Aspidoscelis cozumela (Squamata: Teiidae): a parthenogenetic lizard microendemic to Cozumel Island, Mexico. Revista De Biologia Tropical 63, 771-781, doi:10.15517/rbt.v63i3.15871 (2015).","No island rule","Yes",0.781641552734375,0.0137327423095703,26.0968704223633,167.550720214844,1444.16003417969,0.76875029296875,0.0160550842285156,26.1104888916016,169.106063842773,1426.7900390625,0.682375,0.0172964614868164,26.1153144836426,178.353881835938,1366.49353027344,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,NA,72.8,73.6,2.56,3.286
"Tsai 1998, David et al. 2001 ","China and N Vietnam","Hainan","Reptiles","Squamata","Viperidae","Trimeresurus stejnegeri","Trimeresurus stejnegeri stejnegeri","Trimeresurus stejnegeri stejnegeri","Carnivorous","Both","SVL",640.875,656.5,72.5444445051239,61.518,8,2,596.25,685.5,48.28647154,68.10041605,4,4,613,700,NA,NA,1,1,109.842,19.229,4.51719589794997,1.23047446736116,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","No island rule","No",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,640.875,656.5,72.5444445051239,61.518
"Tsai 1998, David et al. 2001 ","China and N Vietnam","Taiwan","Reptiles","Squamata","Viperidae","Trimeresurus stejnegeri","Trimeresurus stejnegeri stejnegeri","Trimeresurus stejnegeri stejnegeri","Carnivorous","Both","SVL",640.875,502.986254295533,72.5444445051239,39.2339220317098,8,291,596.25,685.5,48.28647154,68.10041605,4,4,497,510,40.2,37,157,134,120.66,23.776,4.53790720385597,2.15442701651311,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","No island rule","No",0.614572021484375,0.0256461578369141,22.1241035461426,427.039276123047,2188.39990234375,0.701883642578125,0.0317298645019531,19.5794429779053,398.937744140625,2288.84887695312,0.599242626953125,0.0201890167236328,20.4277744293213,404.855682373047,2116.59985351562,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,NA,640.875,502.986254295533,72.5444445051239,39.2339220317098
"Valakos and Polymeni 1990, Ajtic 2014","Mainland Greece","Antikythera","Reptiles","Squamata","Gekkonidae","Mediodactylus kotschyi","Mediodactylus kotschyi","Cyrtodactylus kotschyi","","Both","SVL",40.9586206896552,34.613082,4.21337811885117,6.678788,29,34,38.2,43.2,2.66,3.94,13,16,NA,NA,NA,NA,NA,NA,23.3106,35.8615,1.31026836663245,1.77815848856469,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","No",0.450266015625,0.0117100364685059,18.1774253845215,519.660400390625,508.160003662109,0.44959931640625,0.0115696800231934,18.3174476623535,513.008178710938,524.253356933594,0.43683818359375,0.0118755897521973,17.1740207672119,551.856140136719,602.947570800781,0.450266015625,-1.89585320333678,18.1774253845215,2.71571962360161,2.70600047954077,NA,40.9586206896552,34.613082,4.21337811885117,6.678788
"Vasconcelos and Carranza 2014","Oman","Socotra","Reptiles","Squamata","Gekkonidae","Hemidactylus minutus","Hemidactylus minutus","Hemidactylus homoeolepis","","unsexed","SVL",29.2,37.1,3.4,4,43,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.595,12.495,3.55711001984456,2.36530262140015,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","Phylogeny: Garcia-Porta, J., Šmíd, J., Sol, D., Fasola, M., & Carranza, S. (2016). Testing the island effect on phenotypic diversification: insights from the Hemidactylus geckos of the Socotra Archipelago. Scientific Reports, 6(1), 1-12.","No island rule","Yes",0.173074157714844,0.00703007659912109,24.6090717315674,142.774353027344,103.319999694824,0.202597534179688,0.0100338264465332,24.9122791290283,137.210708618164,111.591537475586,0.169950134277344,0.0117343643188477,24.7923889160156,144.386505126953,100.224868774414,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,NA,29.2,37.1,3.4,4
"Vences et al. 2004","Madagascar","Nosy Be","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas granuliceps","Carnivorous","Both","SVL",629,622.5,260.21,183.326,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.26,-13.326,2.50517712087683,1.07994059715236,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","No island rule","Yes",0.71289697265625,0.013836116027832,25.7866973876953,136.153060913086,2140.44995117188,0.63481533203125,0.0186640548706055,25.8281078338623,137.022888183594,2065.42578125,0.68107099609375,0.0125223449707031,24.7638931274414,143.285491943359,1891.82800292969,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,NA,629,622.5,260.21,183.326
"Verdon et al 2005, Whitehead 2017","USA","Big Pine Key","Reptiles","Testudines","Emydidae","Terrapene carolina","Terrapene carolina carolina","Terrapene carolina bauri","Omnivorous","Both","Weight",351.732621359223,608.125277777778,119.051518486097,100.339278827465,103,72,384.22,291.27,97.98,131.99,67,36,634.62,593.15,114.8809096,88.98416938,26,46,-81.328,24.68,1.40312052117582,1.72428406375899,"Weight","","No island rule","No",0.4028765625,0.0133167831420898,24.9871368408203,291.851989746094,1085.89001464844,0.297540844726563,0.0253551223754883,25.0317344665527,298.306335449219,1106.3349609375,0.291229760742188,0.0204545883178711,25.0366268157959,297.148956298828,1083.20825195312,0.4028765625,-1.84415455329784,24.9871368408203,2.46516265852609,3.03578583957124,NA,351.732621359223,608.125277777778,119.051518486097,100.339278827465
"Walker et al. 2008, Monadjem et al. 2013","Swaziland","Madagascar","Reptiles","Testudines","Testudinidae","Stigmochelys pardalis","Geochelone pardalis","Pyxis arachnoides arachnoides","Herbivorous","Both","Weight",4217,416.90593220339,1644.90403681266,30.6788160119202,32,236,3524,4910,922,1928,16,16,455,398.1,12.7,15.9,78,158,46.69,-19.024,5.76855226966619,2.62325032443115,"Weight","Phylogeny:Caccone, A., Amato, G., Gratry, O. C., Behler, J., & Powell, J. R. (1999). A molecular phylogeny of four endangered Madagascar tortoises based on mtDNA sequences. Molecular Phylogenetics and Evolution, 12(1), 1-9.","No island rule","No",0.470755517578125,0.00633184928894043,20.2284965515137,174.540313720703,1568.01000976562,0.45777314453125,0.00691799163818359,18.9078063964844,209.944717407227,1579.25915527344,0.4362435546875,0.00731922607421875,20.3580513000488,208.789413452148,1508.23718261719,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,NA,4217,416.90593220339,1644.90403681266,30.6788160119202
"Yabe 1994, Takenaka and Hasegawa 2001","Honshu","Ishima","Reptiles","Testudines","Geoemydidae","Mauremys reevesii","Chinemys reevesii","Chinemys reevesii","Omnivorous","Both","SCL",169.732432424324,138.400392156863,29.4119934676497,20.5902547312647,74,765,147.8142857,198.5,13.06332653,17.5,42,32,131.9,165.5,14.29,20.76,617,148,134.8127,33.846,0.278753600952829,0.778223626766096,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","No",0.681656201171875,0.0516993408203125,NA,NA,NA,0.664459033203125,0.0289701934814453,16.2564392089844,755.547729492188,1795.5888671875,0.737541748046875,0.0141900268554688,14.3960962295532,767.392456054688,2065.3798828125,0.681656201171875,-1.27819481704345,14.3960962295532,2.88501752549831,3.31499994259578,NA,169.732432424324,138.400392156863,29.4119934676497,20.5902547312647
"Yasukawa et al 1996","China","Honshu","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",146.902325581395,153.558620689655,20.3224188705138,9.87880123565608,43,58,146.4,147.6,18.1,23.6,25,18,156.6,151.7,10.1,9.4,22,36,138.027,35.944,5.35785864830179,2.23804861349427,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.639822705078125,0.0115183311462402,8.90798282623291,887.128051757812,1347.18994140625,0.623001025390625,0.0116025199890137,7.63358688354492,853.215209960938,1585.62915039062,0.664703369140625,0.00851470413208008,9.9694299697876,809.337646484375,1686.33984375,0.664703369140625,-2.02160471192796,9.9694299697876,2.90812974214736,3.22694510136369,NA,146.902325581395,153.558620689655,20.3224188705138,9.87880123565608
"Yasukawa et al 1996","China","Ishigakijima","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",146.902325581395,142.706779661017,20.3224188705138,14.9852325515164,43,59,146.4,147.6,18.1,23.6,25,18,148.3,138.3,14.8,13.8,26,33,124.197,24.414,2.34740808371225,2.66931781053189,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.6272091796875,0.0157588470458984,23.1909770965576,398.013641357422,2139.98999023438,0.545052197265625,0.0157832794189453,23.6195468902588,393.435272216797,2091.82739257812,0.5285958984375,0.022832502746582,23.5951976776123,396.083740234375,2094.34106445312,0.6272091796875,-1.77575586272411,23.1909770965576,2.59989795716094,3.33041174194912,NA,146.902325581395,142.706779661017,20.3224188705138,14.9852325515164
"Yasukawa et al 1996","China","Taiwan","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",146.902325581395,166.052173913043,20.3224188705138,16.0802672604992,43,46,146.4,147.6,18.1,23.6,25,18,165,167.2,16.6,15.8,24,22,120.66,23.776,4.53790720385597,2.15442701651311,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.614572021484375,0.0256461578369141,22.1241035461426,427.039276123047,2188.39990234375,0.701883642578125,0.0317298645019531,19.5794429779053,398.937744140625,2288.84887695312,0.599242626953125,0.0201890167236328,20.4277744293213,404.855682373047,2116.59985351562,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,NA,146.902325581395,166.052173913043,20.3224188705138,16.0802672604992
"Zuffi et al 2006","Italy","Corsica","Reptiles","Testudines","Emydidae","Emys orbicularis","Emys orbicularis","Emys orbicularis","Omnivorous","Both","SCL",128.075414257225,128.248125,13.7239776623066,10.6602151335491,519,32,122.0695495,132.5646465,12.12,13.14,222,297,123.8,130.27,9.45,10.76,10,22,9.12,42.1,3.93856975622106,1.90417978339357,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,128.075414257225,128.248125,13.7239776623066,10.6602151335491
"Zuffi et al 2006","Italy","Sardinia","Reptiles","Testudines","Emydidae","Emys orbicularis","Emys orbicularis","Emys orbicularis","Omnivorous","Both","SCL",128.075414257225,113.43,13.7239776623066,12.7901850390576,519,7,122.0695495,132.5646465,12.12,13.14,222,297,118.67,109.5,8.33,15.26,3,4,9.034,40.029,4.37717871299024,2.33041580275792,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.66112890625,0.0101218635559082,13.7211742401123,617.583984375,780.659973144531,0.601354736328125,0.012369100189209,13.6223840713501,622.664978027344,719.426818847656,0.58357021484375,0.0173644348144531,14.6707763671875,604.79638671875,627.792236328125,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,NA,128.075414257225,113.43,13.7239776623066,12.7901850390576
"Zuffi et al 2006","Italy","Sicily","Reptiles","Testudines","Emydidae","Emys orbicularis","Emys orbicularis","Emys trinacris","Omnivorous","Female","SCL",132.565,109,13.14,14.9,297,4,NA,132.5646465,NA,13.14,NA,297,NA,109,NA,14.9,NA,4,14.275,37.481,4.40585839931764,0.491501766237326,"LOG10(Weight, g)= LOG10(SCL, mm)*2.677-3.855, own allometry, data from Regis and Meik 2017, N = 692, r2= 0.95","","No island rule","Yes",0.440791162109375,0.0190954833984375,15.4975023269653,604.389221191406,491.450012207031,0.410292578125,0.0180873489379883,16.6825065612793,562.444274902344,442.535614013672,0.48783291015625,0.0168174591064453,15.4296607971191,588.66845703125,511.897094726562,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,NA,132.565,109,13.14,14.9
"Zuffi et al. 2011, Lo Cascio et al 2008","Italy","Conigli","Reptiles","Squamata","Phyllodactylidae","Tarentola mauritanica","Tarentola mauritanica","Tarentola mauritanica","","Both","SVL",68.2720720720721,53.45,7.6921054118808,2.28321103527003,111,20,70.7,63,7.1,6.2,76,35,52.91,54.11,2.8,1.3,11,9,12.5588,35.5098,-1.35654732351381,2.11394669302077,"LOG10(Weight, g)= LOG10(SVL, mm)*2.945-4.482, Feldman et al 2015","","No island rule","No",0.316665649414062,0.0197073944091797,19.1458415985107,492.383972167969,319.799987792969,0.42093603515625,0.0227806121826172,19.2522487640381,491.317810058594,329.933319091797,0.40008193359375,0.0221659683227539,19.3199157714844,490.862121582031,325.200012207031,0.316665649414062,-1.68387454451099,19.1458415985107,2.6923039075568,2.50487844283284,NA,68.2720720720721,53.45,7.6921054118808,2.28321103527003
"Zuffi et al. 2011, Lo Cascio et al 2008","Italy","Lampedusa","Reptiles","Squamata","Phyllodactylidae","Tarentola mauritanica","Tarentola mauritanica","Tarentola mauritanica","","Both","SVL",68.2720720720721,47.4671428571429,7.6921054118808,3.95428633552005,111,28,70.7,63,7.1,6.2,76,35,50.06,42.8,1.78,1.81,18,10,12.5731,35.5156,1.30535136944662,2.1043197801057,"LOG10(Weight, g)= LOG10(SVL, mm)*2.945-4.482, Feldman et al 2015","","No island rule","No",0.316665649414062,0.0197073944091797,19.1458415985107,492.383972167969,319.799987792969,0.42093603515625,0.0227806121826172,19.2522487640381,491.317810058594,329.933319091797,0.40008193359375,0.0221659683227539,19.3199157714844,490.862121582031,325.200012207031,0.316665649414062,-1.68387454451099,19.1458415985107,2.6923039075568,2.50487844283284,NA,68.2720720720721,47.4671428571429,7.6921054118808,3.95428633552005
"Barbo et al. 2016","Brazil","Ilha da Queimada Grande","Reptiles","Squamata","Viperidae","Bothrops jararaca","Bothrops jararaca","Bothrops insularis","","Both","SVL",878.757446808511,678.277936962751,166.693905557046,97.0636760738692,47,349,744,1007.9,75.6,120.6,23,24,617.4,725.8,58.5,94.7,153,196,-46.675,-24.486,-0.366531544420413,1.53908865047503,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","Island rule","Yes",NA,NA,NA,NA,NA,0.6176892578125,0.0107940818786621,21.6602973937988,246.618743896484,2165.03662109375,0.5972248046875,0.0116309883117676,21.7963943481445,246.367706298828,2218.55297851562,0.5972248046875,-1.89856266674043,21.7963943481445,2.39158378021572,3.34606980402498,NA,878.757446808511,678.277936962751,166.693905557046,97.0636760738692
"Barbo et al. 2016","Brazil","Ilha da Vitória","Reptiles","Squamata","Viperidae","Bothrops jararaca","Bothrops jararaca","Bothrops otavioi","","Both","SVL",878.757446808511,453,166.693905557046,80.6798039736759,47,14,744,1007.9,75.6,120.6,23,24,413,493,31,97,7,7,-45.02,-23.75,0.296665190261531,1.419972261274,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","Island rule","Yes",0.65232236328125,0.0380755401611328,21.7074375152588,250.002334594727,2356.14990234375,0.72979501953125,0.0207564086914063,20.7525177001953,249.690383911133,2285.98461914062,0.71602099609375,0.0141610488891602,19.2727909088135,250.325866699219,1861.58630371094,0.65232236328125,-1.40809500979303,21.7074375152588,2.39794406425953,3.37220291756232,NA,878.757446808511,453,166.693905557046,80.6798039736759
"Barbo et al. 2016","Brazil","Ilha dos Alcatrazes","Reptiles","Squamata","Viperidae","Bothrops jararaca","Bothrops jararaca","Bothrops alcatraz","","Both","SVL",878.757446808511,443.158333333333,166.693905557046,40.1479808000207,47,24,744,1007.9,75.6,120.6,23,24,425.6,455.7,32.5,41.4,10,14,-45.02,-23.75,0.296665190261531,1.419972261274,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","Island rule","Yes",0.65232236328125,0.0380755401611328,21.7074375152588,250.002334594727,2356.14990234375,0.72979501953125,0.0207564086914063,20.7525177001953,249.690383911133,2285.98461914062,0.71602099609375,0.0141610488891602,19.2727909088135,250.325866699219,1861.58630371094,0.65232236328125,-1.40809500979303,21.7074375152588,2.39794406425953,3.37220291756232,NA,878.757446808511,443.158333333333,166.693905557046,40.1479808000207
"Barbo et al. 2016","Brazil","Ilha dos Franceses","Reptiles","Squamata","Viperidae","Bothrops jararaca","Bothrops jararaca","Bothrops sazimai","","Both","SVL",878.757446808511,590.525,166.693905557046,60.890535452501,47,40,744,1007.9,75.6,120.6,23,24,569.7,618.7,66.5,38.6,23,17,-45.02,-23.75,0.296665190261531,1.419972261274,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","Island rule","Yes",0.65232236328125,0.0380755401611328,21.7074375152588,250.002334594727,2356.14990234375,0.72979501953125,0.0207564086914063,20.7525177001953,249.690383911133,2285.98461914062,0.71602099609375,0.0141610488891602,19.2727909088135,250.325866699219,1861.58630371094,0.65232236328125,-1.40809500979303,21.7074375152588,2.39794406425953,3.37220291756232,NA,878.757446808511,590.525,166.693905557046,60.890535452501
"Boback 2006","Belize","Crawl Cay","Reptiles","Squamata","Boidae","Boa constrictor","Boa constrictor","Boa constrictor","","Both","SVL",1358.38095238095,1220,431.915093066968,63,21,26,1164,1478,110,513,8,13,NA,NA,NA,NA,NA,NA,-88.216,16.599,-0.795880017344075,1.07921743574657,"LOG10(Weight, g)= LOG10(SVL, mm)*2.776-5.500, Feldman and Meiri 2013","","Island rule","Yes",NA,NA,NA,NA,NA,0.63032421875,0.0176108764648438,26.3408660888672,151.022720336914,2211.87231445312,0.7400349609375,0.0164695922851563,25.2384014129639,159.671508789062,2451.91821289062,0.7400349609375,-1.75771723069956,25.2384014129639,2.20322742910294,3.38950597959732,NA,1358.38095238095,1220,431.915093066968,63
"Boback 2006","Belize","False Cay","Reptiles","Squamata","Boidae","Boa constrictor","Boa constrictor","Boa constrictor","","Both","SVL",1358.38095238095,1108,431.915093066968,157,21,9,1164,1478,110,513,8,13,NA,NA,NA,NA,NA,NA,-88.339,16.6,-0.619788758288394,0.17638069224327,"LOG10(Weight, g)= LOG10(SVL, mm)*2.776-5.500, Feldman and Meiri 2013","","Island rule","Yes",0.501460302734375,0.0118848861694336,26.6337299346924,160.010009765625,2250.6298828125,0.63032421875,0.0176108764648438,26.3408660888672,151.022720336914,2211.87231445312,0.7400349609375,0.0164695922851563,25.2384014129639,159.671508789062,2451.91821289062,0.501460302734375,-1.88991941383836,26.6337299346924,2.20414715171842,3.35230408093196,NA,1358.38095238095,1108,431.915093066968,157
"Boback 2006","Belize","Lagoon Caye","Reptiles","Squamata","Boidae","Boa constrictor","Boa constrictor","Boa constrictor","","Both","SVL",1358.38095238095,948,431.915093066968,239,21,12,1164,1478,110,513,8,13,NA,NA,NA,NA,NA,NA,-88.209,16.63,-1.34486156518862,1.07191881036381,"LOG10(Weight, g)= LOG10(SVL, mm)*2.776-5.500, Feldman and Meiri 2013","","Island rule","Yes",0.570219580078125,0.0197526840209961,26.697208404541,147.858215332031,2191.64990234375,0.63032421875,0.0176108764648438,26.3408660888672,151.022720336914,2211.87231445312,0.7400349609375,0.0164695922851563,25.2384014129639,159.671508789062,2451.91821289062,0.570219580078125,-1.68292572641572,26.697208404541,2.16984545990202,3.34077118045851,NA,1358.38095238095,948,431.915093066968,239
"Boback 2006","Belize","Peter Douglas Cay","Reptiles","Squamata","Boidae","Boa constrictor","Boa constrictor","Boa constrictor","","Both","SVL",1358.38095238095,884,431.915093066968,158,21,4,1164,1478,110,513,8,13,NA,NA,NA,NA,NA,NA,-88.171,16.711,-0.958607314841775,1.14304604333759,"LOG10(Weight, g)= LOG10(SVL, mm)*2.776-5.500, Feldman and Meiri 2013","","Island rule","Yes",-0.0594499938964844,NA,26.9241676330566,136.88720703125,2176.30004882812,0.63032421875,0.0176108764648438,26.3408660888672,151.022720336914,2211.87231445312,0.7400349609375,0.0164695922851563,25.2384014129639,159.671508789062,2451.91821289062,-0.0594499938964844,-1.75771723069956,26.9241676330566,2.13636286248501,3.33771877180141,NA,1358.38095238095,884,431.915093066968,158
